time,branch-misses,branch-instructions,LLC-load-misses,L1-dcache-load-misses,instructions,label,program
0.634608191,2103,996151,883637,1047687,19827785,0,prog
0.644866931,2068,974423,896799,1023425,19379841,0,prog
0.655130249,3047,2932140,165832,2886242,65802286,0,prog
0.665387317,3346,3554918,586,1757397,66628062,0,prog
0.675627612,2944,2711682,413085,754746,44706313,0,prog
0.685877834,2119,1004493,891685,1056098,19980474,0,prog
0.696136356,2100,995190,921538,1046272,19805839,0,prog
0.70640071,2081,995178,869571,1047207,19815094,0,prog
0.716672171,2106,973646,897445,1021882,19344874,0,prog
0.726935512,3158,3180831,77412,3122426,71706657,0,prog
0.737196063,3346,3574844,431,1458412,64543800,0,prog
0.747435227,2822,2437494,501425,811600,40777938,0,prog
0.757680715,2116,1005259,876653,1058435,20015756,0,prog
0.767938448,2105,992962,911777,1043779,19758966,0,prog
0.778198307,2095,997093,866806,1049043,19849911,0,prog
0.788466423,2117,1003941,890819,1051008,20078972,0,prog
0.79872991,3294,3408041,1612,3339583,77081924,0,prog
0.809028973,3421,3642983,245,1160700,63163325,0,prog
0.819263921,2659,2124320,602443,876588,36297930,0,prog
0.82950665,2095,994487,874967,1046739,19800724,0,prog
0.839765123,2199,996804,882956,1045932,19804233,0,prog
0.850022414,2098,989814,874322,1041191,19702433,0,prog
0.860289892,2247,1241296,801880,1275828,25696789,0,prog
0.870556542,3324,3438617,1566,3365756,77777122,0,prog
0.880813439,3411,3678422,98,853740,61261612,0,prog
0.891044998,2516,1831260,698440,939477,32113121,0,prog
0.901296887,2097,993646,900899,1045603,19782357,0,prog
0.911556373,2182,996164,914008,1045164,19790422,0,prog
0.921815451,2104,988275,860622,1039390,19670187,0,prog
0.932081623,2349,1481695,706727,1504569,31423813,0,prog
0.942357591,3321,3446302,1712,3376795,77938023,0,prog
0.952609599,3452,3748772,53,562208,59974931,0,prog
0.962846951,2379,1521139,795998,1004718,27668073,0,prog
0.97309413,2077,996131,906523,1048498,19834531,0,prog
0.983351006,2108,994251,900371,1044950,19782848,0,prog
0.993613302,2094,990381,881926,1041842,19714433,0,prog
1.003877733,2543,1784711,565850,1791148,38549996,0,prog
1.014146413,3323,3465195,1299,3121898,76204846,0,prog
1.024399569,3455,3765886,32,464237,59447373,0,prog
1.034608269,2180,1170077,877946,1056809,22546219,0,prog
1.044867897,2102,994276,909128,1045633,19795337,0,prog
1.055130227,2102,995720,887582,1046640,19816788,0,prog
1.065392811,2082,983462,881643,1033621,19558681,0,prog
1.075672695,2651,2019692,512733,2013631,44140919,0,prog
1.085956265,3313,3458546,1219,2834566,73832489,0,prog
1.09620561,3462,3685351,49550,503983,58404149,0,prog
1.106436888,2118,1029246,923427,1084871,20526630,0,prog
1.11670194,2141,994114,927209,1044915,19773194,0,prog
1.126958354,2290,997369,898354,1043801,19774165,0,prog
1.137216313,2113,968617,882203,1017320,19256961,0,prog
1.14748382,2704,2198378,426589,2183428,48429655,0,prog
1.157742935,3324,3508878,1185,2616036,72835868,0,prog
1.168010354,3352,3479398,148319,579939,55617076,0,prog
1.178243726,2104,1030625,932327,1085851,20558109,0,prog
1.188502912,2099,993258,924586,1044179,19765443,0,prog
1.198760246,2157,996804,905029,1045481,19798186,0,prog
1.209031568,2112,989228,905441,1038734,19660474,0,prog
1.219295907,2870,2557579,288997,2527886,56928674,0,prog
1.229561247,3522,3511714,935,2195673,69467530,0,prog
1.239811263,3186,3120824,267728,658717,50507031,0,prog
1.250048892,2178,1015666,889170,1069213,20225528,0,prog
1.260309559,2142,994348,922342,1044972,19777605,0,prog
1.270574413,2113,996894,881085,1048429,19840901,0,prog
1.280832838,2107,978930,894583,1028783,19472780,0,prog
1.291098468,3036,2845346,197185,2803467,63737970,0,prog
1.30135075,3344,3547671,719,1861542,67355686,0,prog
1.311593287,2997,2810564,386510,739149,46149032,0,prog
1.321832386,2102,1007199,888567,1061034,20065948,0,prog
1.332088698,2109,989613,920234,1039242,19688002,0,prog
1.342357297,2120,999003,882106,1048618,19865272,0,prog
1.352618098,2150,981889,899849,1029056,19488792,0,prog
1.362884632,3175,3148174,96955,3092294,70902750,0,prog
1.373142726,3365,3585929,435,1507261,65094641,0,prog
1.383381287,2831,2473262,492628,808899,41317778,0,prog
1.393630477,2084,1005702,883236,1059579,20034754,0,prog
1.403888053,2113,992509,920394,1043141,19743221,0,prog
1.414152528,2082,1001140,864514,1054198,19939331,0,prog
1.424411788,2111,999391,892180,1046982,19967953,0,prog
1.434677194,3271,3409694,1584,3341603,77120199,0,prog
1.444961674,3383,3640107,205,1165478,63176881,0,prog
1.455198969,2661,2135236,606246,882174,36492633,0,prog
1.465458198,2124,1002852,889204,1053563,19935033,0,prog
