time,branch-misses,branch-instructions,LLC-load-misses,L1-dcache-load-misses,instructions,label,program
11.832520389,2434,664416,17438,3815751,2896867,0,stress_m
11.842846953,3564,1405478,110026,3369691,6316298,0,stress_m
11.85309578,2437,666478,17416,3827533,2904523,0,stress_m
11.863438279,2491,753281,64054,3723647,3179347,0,stress_m
11.873689289,3502,1316876,62601,3473851,6033737,0,stress_m
11.884000016,2461,664304,17075,3805029,2891731,0,stress_m
11.894245485,3574,1408777,110460,3393002,6334511,0,stress_m
11.904576278,2449,669319,17435,3843388,2915288,0,stress_m
11.914932777,3578,1409031,110455,3378084,6332696,0,stress_m
11.925188457,2450,663579,17350,3819857,2892310,0,stress_m
11.935510688,2437,665409,17182,3809912,2896742,0,stress_m
11.945755919,3573,1406192,109784,3387990,6322818,0,stress_m
11.956075316,2479,665881,17055,3809279,2899012,0,stress_m
11.966318666,3600,1407435,110170,3388221,6328908,0,stress_m
11.976647405,2409,661383,17411,3790939,2879948,0,stress_m
11.986889458,2453,663240,17279,3794967,2889861,0,stress_m
11.997138754,3524,1404633,110289,3387443,6314690,0,stress_m
12.007456482,2451,664476,17177,3805913,2892593,0,stress_m
12.017698546,3568,1407380,110188,3391870,6327921,0,stress_m
12.028036584,2463,659949,17481,3776524,2876317,0,stress_m
12.038289903,3618,1405599,110317,3375221,6316581,0,stress_m
12.048540462,2493,667682,17367,3822537,2911770,0,stress_m
12.058877053,2423,661285,17495,3788547,2880663,0,stress_m
12.069117307,3563,1405699,108713,3373589,6316314,0,stress_m
12.079371604,2435,664349,17592,3811015,2897756,0,stress_m
12.089682659,3517,1402818,109259,3357274,6305500,0,stress_m
12.099943038,2480,662271,17259,3789327,2884614,0,stress_m
12.110180197,2455,657382,17184,3773041,2865167,0,stress_m
12.12041711,3534,1410097,110209,3407334,6337930,0,stress_m
12.130775277,2406,659355,17271,3776081,2873332,0,stress_m
12.141046299,3528,1405564,110361,3373132,6315811,0,stress_m
12.151295035,2421,660276,17248,3778612,2877324,0,stress_m
12.161541999,2944,1237713,111205,3600857,5385224,0,stress_m
12.171934449,2982,831234,16426,3585096,3824052,0,stress_m
12.182187964,2423,660730,17389,3772826,2881324,0,stress_m
12.192431712,3526,1401597,109217,3348086,6301297,0,stress_m
12.202691648,2393,661846,17155,3789601,2882903,0,stress_m
12.21293587,3523,1400096,109646,3340224,6295423,0,stress_m
12.223232701,2393,657845,17297,3776468,2866467,0,stress_m
12.233568154,2409,661035,17478,3776036,2880483,0,stress_m
12.243880159,3530,1405552,109956,3368891,6316742,0,stress_m
12.254120433,2420,662563,17296,3791937,2885856,0,stress_m
12.264358929,3528,1400469,109674,3344691,6296539,0,stress_m
12.274609169,2432,666448,17586,3822133,2905995,0,stress_m
12.284925536,2424,657764,17251,3775766,2866446,0,stress_m
12.295193765,3719,1409493,110377,3365893,6333471,0,stress_m
12.305453716,2362,661095,17234,3778192,2881170,0,stress_m
12.315697355,3484,1400269,110314,3340618,6296638,0,stress_m
12.325978448,2440,662237,17544,3776391,2887341,0,stress_m
12.336254952,3078,1290851,110778,3499697,5682060,0,stress_m
12.34649885,2786,779965,16975,3697933,3533517,0,stress_m
12.356879937,2336,662923,17299,3801144,2885831,0,stress_m
12.367123621,3488,1403384,110288,3358662,6308646,0,stress_m
12.377377107,2365,664031,17576,3813235,2895431,0,stress_m
12.387714062,3589,1408634,108741,3372950,6331106,0,stress_m
12.397949628,2415,665677,17513,3824851,2901785,0,stress_m
12.408293127,2391,669409,17375,3843129,2916513,0,stress_m
12.418608152,3494,1395577,109928,3306136,6273622,0,stress_m
12.428857929,2343,660982,17422,3786974,2878914,0,stress_m
12.439108336,3524,1404263,109148,3352338,6314212,0,stress_m
12.449353431,2346,659166,17273,3777742,2871771,0,stress_m
12.459583582,2751,740378,57929,3688687,3145623,0,stress_m
12.469788415,3465,1319986,69912,3412855,6030478,0,stress_m
12.480054869,2377,663699,17392,3798285,2890334,0,stress_m
12.490301124,3530,1409622,109019,3399343,6337848,0,stress_m
12.500656499,2384,670010,17372,3843557,2918319,0,stress_m
12.511012829,3499,1405313,108811,3368383,6315754,0,stress_m
12.521258755,2344,659923,17179,3790437,2873460,0,stress_m
12.531501924,2382,664951,17558,3814529,2900776,0,stress_m
12.541813869,3466,1402073,108776,3354369,6302471,0,stress_m
12.552077728,2394,663104,17232,3792623,2888692,0,stress_m
12.562322874,3450,1403635,108761,3358286,6309530,0,stress_m
12.572578679,2421,667558,17462,3823285,2910801,0,stress_m
12.582892059,2349,659334,17155,3786081,2872103,0,stress_m
12.593139032,3465,1411550,110218,3411024,6344198,0,stress_m
12.603499488,2327,664762,17148,3807074,2893714,0,stress_m
12.613740854,3473,1407118,110059,3389873,6326986,0,stress_m
12.62410501,2313,665001,17242,3805273,2895199,0,stress_m
12.63434618,3265,1348885,109774,3415430,6009202,0,stress_m
12.644599247,2524,716490,17097,3752808,3185565,0,stress_m
12.65486875,2392,669948,17564,3843341,2919761,0,stress_m
12.665217596,3476,1405993,109632,3376630,6317240,0,stress_m
12.675465994,2425,668300,17780,3821564,2915014,0,stress_m
12.685811535,3502,1406770,108643,3380751,6320095,0,stress_m
12.696070856,2405,666704,17324,3817276,2907967,0,stress_m
12.706377281,2495,660904,17103,3784925,2880146,0,stress_m
12.716615617,3513,1406654,109421,3378039,6320084,0,stress_m
12.72685799,2349,657474,17324,3766680,2865938,0,stress_m
12.737097745,3489,1403180,109960,3360422,6306470,0,stress_m
12.747339562,2361,664512,17412,3813268,2898049,0,stress_m
12.757667185,2850,1241258,111031,3621848,5397948,0,stress_m
12.768021578,3022,840288,16787,3642569,3863908,0,stress_m
12.778376946,2389,663573,17362,3798183,2889972,0,stress_m
12.788627695,3493,1408714,110368,3399487,6332878,0,stress_m
12.798942161,2390,663589,17256,3795095,2890059,0,stress_m
12.809185778,3600,1405057,109142,3358693,6315922,0,stress_m
12.819441601,2475,664124,17541,3819903,2895431,0,stress_m
12.829745476,2453,659348,17137,3780610,2872387,0,stress_m
12.840011203,3597,1409223,108956,3382500,6332232,0,stress_m
12.850266057,2417,664134,17563,3811099,2896816,0,stress_m
12.860526665,3551,1405976,109197,3375957,6317097,0,stress_m
12.870780291,2425,665954,17563,3821265,2903665,0,stress_m
12.881106084,2505,806883,86027,3677578,3390752,0,stress_m
12.891358596,3555,1263384,39739,3519462,5822507,0,stress_m
12.901645039,2482,670604,17295,3843609,2921679,0,stress_m
12.91198069,3589,1407153,109920,3380371,6322378,0,stress_m
12.922234109,2472,665428,17629,3817735,2901863,0,stress_m
12.932527648,3625,1406341,109591,3365935,6321296,0,stress_m
12.942775478,2406,661360,17244,3797372,2879311,0,stress_m
12.95302455,2410,663397,17505,3811472,2893039,0,stress_m
12.963325773,3527,1406447,109291,3375727,6319714,0,stress_m
12.973580826,2427,662015,17107,3775276,2885804,0,stress_m
12.983822579,3546,1403916,109262,3361517,6310135,0,stress_m
12.994073566,2395,665493,17562,3815185,2902356,0,stress_m
13.004408103,2350,662488,17099,3806721,2883128,0,stress_m
13.014654597,3571,1407665,109032,3391074,6329880,0,stress_m
13.024981404,2491,665324,17279,3808958,2896392,0,stress_m
13.035227933,3603,1407106,110955,3388567,6327462,0,stress_m
13.045565238,2378,664761,17212,3808928,2893108,0,stress_m
13.055814082,3490,1405640,109089,3388265,6320367,0,stress_m
13.066097877,2418,663782,17200,3801620,2889946,0,stress_m
13.076345855,2394,664490,17326,3817777,2897136,0,stress_m
13.086682683,3541,1402658,109911,3353933,6305726,0,stress_m
13.096960051,2503,665242,17059,3798841,2897125,0,stress_m
13.107198927,3602,1403729,108701,3359199,6309829,0,stress_m
13.117448983,2416,664518,17533,3816281,2897200,0,stress_m
13.1277586,2575,662952,17151,3794940,2888134,0,stress_m
13.138005206,3573,1409902,109013,3403071,6338212,0,stress_m
13.148324346,2371,664704,17222,3807957,2893175,0,stress_m
13.158567735,3514,1407512,109673,3390085,6329466,0,stress_m
13.168908875,2372,663310,17058,3801994,2887163,0,stress_m
13.17914794,3121,1288284,109155,3473980,5677686,0,stress_m
13.189399356,2854,777554,16793,3697474,3518805,0,stress_m
13.199729042,2470,662464,17124,3792595,2885327,0,stress_m
13.209956502,3551,1399757,108999,3337585,6294709,0,stress_m
13.220213699,2406,669326,17547,3843466,2915326,0,stress_m
13.230582038,3595,1404568,109847,3354286,6315254,0,stress_m
13.240853168,2400,667735,17248,3843435,2907992,0,stress_m
13.251198302,2437,663335,17222,3789262,2889580,0,stress_m
13.261442225,3496,1406093,109794,3374548,6317974,0,stress_m
13.271694772,2365,663875,17517,3810323,2896006,0,stress_m
13.28209198,3687,1417586,110132,3422396,6370822,0,stress_m
13.292390324,2432,662377,17029,3796458,2883863,0,stress_m
13.302629541,3043,1247765,110948,3669887,5427736,0,stress_m
13.313239342,3057,830323,16563,3575263,3820902,0,stress_m
13.32350507,2491,662994,17301,3795454,2887412,0,stress_m
13.333750641,3609,1404612,108716,3366662,6312333,0,stress_m
13.344010393,2517,666689,17697,3812317,2907890,0,stress_m
13.354320716,3569,1404460,108734,3364074,6312768,0,stress_m
13.364579307,2512,664050,17312,3791952,2892280,0,stress_m
13.374814043,2418,660961,17139,3784630,2879922,0,stress_m
13.385057522,3521,1406269,110307,3387844,6323110,0,stress_m
13.39538251,2445,670881,17926,3843800,2923331,0,stress_m
13.405736524,3508,1406581,108770,3379166,6319528,0,stress_m
13.415984796,2383,665375,17511,3817924,2901377,0,stress_m
13.426328461,2484,748353,62360,3721699,3162278,0,stress_m
13.436579235,3481,1321823,63594,3475505,6050961,0,stress_m
13.446886016,2407,659386,17420,3776553,2873535,0,stress_m
13.457115473,3521,1394610,110563,3303890,6269003,0,stress_m
13.467361359,2454,662101,17478,3786683,2884557,0,stress_m
13.477606629,3548,1396682,108844,3329888,6281058,0,stress_m
13.487862178,2425,660881,17071,3784613,2879372,0,stress_m
13.4981164,2437,665368,17072,3797135,2899054,0,stress_m
13.508362042,3579,1408994,109901,3388602,6336051,0,stress_m
13.518693358,2369,662353,17376,3790469,2885604,0,stress_m
13.528942437,3503,1404219,108627,3364547,6310926,0,stress_m
13.539192889,2378,665636,17431,3818590,2902696,0,stress_m
13.549504857,2345,661914,17127,3804556,2880592,0,stress_m
13.559751257,3479,1408097,109276,3392221,6331569,0,stress_m
13.570073636,2345,664022,17264,3802784,2890887,0,stress_m
13.5803212,3433,1407907,109200,3394601,6329858,0,stress_m
13.590678703,2352,663901,17225,3802069,2890481,0,stress_m
13.60092637,2953,1257554,109920,3534587,5501535,0,stress_m
13.611181291,2880,808874,16732,3636793,3697605,0,stress_m
13.621479734,2320,663145,17093,3802768,2886530,0,stress_m
13.631734659,3521,1404975,109231,3360158,6316286,0,stress_m
13.647179656,1851,932606,26067,5764135,4018573,0,stress_m
13.657466902,3599,1407144,109881,3379584,6321916,0,stress_m
13.667715484,2418,665405,17606,3817676,2901637,0,stress_m
13.678053132,3527,1405760,109011,3371263,6317295,0,stress_m
13.688300576,2308,666165,17410,3825906,2903364,0,stress_m
13.69864029,2438,663881,17331,3796430,2891946,0,stress_m
13.708886077,3523,1408878,110371,3400940,6333362,0,stress_m
13.719219915,2406,641996,17185,3662826,2797105,0,stress_m
13.729464344,3487,1389366,111098,3274131,6249375,0,stress_m
13.739716032,2505,660911,17392,3768024,2882382,0,stress_m
13.749967273,2955,1240676,110875,3622201,5395672,0,stress_m
13.760435097,3012,832347,16438,3575577,3829561,0,stress_m
13.77070162,2478,664105,17402,3787360,2894803,0,stress_m
13.780944189,3590,1402408,110242,3343051,6305029,0,stress_m
13.79120161,2384,659302,17098,3776259,2873040,0,stress_m
13.801458021,3540,1405676,109534,3371181,6316263,0,stress_m
13.811713106,2338,660908,17082,3792221,2878202,0,stress_m
13.821957378,2331,663233,17395,3810156,2892800,0,stress_m
13.832228685,3472,1401936,108944,3353024,6301755,0,stress_m
13.842493462,2386,662271,17226,3791311,2884680,0,stress_m
13.852736149,3429,1409872,108906,3406223,6337106,0,stress_m
13.863095669,2352,660715,17373,3783796,2878569,0,stress_m
13.873339487,2340,666554,17053,3802691,2904715,0,stress_m
13.883587448,3449,1401951,110049,3386519,6301805,0,stress_m
13.893910017,2386,664103,17270,3797841,2892381,0,stress_m
13.904164501,3523,1410687,109191,3400230,6342474,0,stress_m
13.914513939,2327,659472,17387,3776270,2873923,0,stress_m
13.924754629,3422,1402768,110149,3366410,6303536,0,stress_m
13.934996766,2339,667580,17287,3830332,2910049,0,stress_m
13.945337752,2284,664606,17184,3808853,2892778,0,stress_m
13.955586177,3447,1407150,108905,3388465,6327367,0,stress_m
13.965893652,2282,665531,17261,3810013,2897174,0,stress_m
13.976146849,3446,1398339,110519,3334209,6288013,0,stress_m
13.986394368,2340,667485,17441,3830375,2909319,0,stress_m
13.996740687,2304,664038,17113,3809525,2889608,0,stress_m
14.006988149,3476,1406528,109424,3387355,6324777,0,stress_m
14.017248997,2303,669705,17449,3843484,2917618,0,stress_m
14.027614001,3493,1405978,109480,3362323,6320468,0,stress_m
14.037867795,2335,668493,17389,3835647,2913056,0,stress_m
14.048182953,3278,1348483,109613,3443348,6001058,0,stress_m
14.058430867,2536,722098,16943,3753850,3213519,0,stress_m
14.068776385,2313,668986,17430,3843267,2914069,0,stress_m
14.079117953,3459,1402457,110150,3354348,6304965,0,stress_m
14.089418615,2331,664294,17086,3807435,2891028,0,stress_m
14.099668093,3483,1408347,108906,3389846,6332862,0,stress_m
14.109959341,2341,660235,17260,3781557,2876564,0,stress_m
14.120205384,2307,660938,16909,3799457,2876798,0,stress_m
14.130451041,3473,1408092,109431,3392617,6331433,0,stress_m
14.140797599,2272,665700,17148,3809674,2897846,0,stress_m
14.151048354,3423,1406814,109328,3388043,6326332,0,stress_m
14.161390595,2330,665740,17147,3805511,2898502,0,stress_m
14.171640392,2860,1235025,110436,3593469,5373828,0,stress_m
14.181956685,2915,833181,16469,3589872,3832253,0,stress_m
14.192203906,2304,661170,17076,3790668,2878965,0,stress_m
14.202455795,3471,1408721,109264,3393253,6334209,0,stress_m
14.212769371,2338,662627,17175,3798017,2884605,0,stress_m
14.223015003,3471,1409333,109940,3399315,6336168,0,stress_m
14.233368571,2297,657105,17081,3776115,2862448,0,stress_m
14.243624846,2343,663228,17139,3800284,2887753,0,stress_m
14.253872023,3463,1409179,110638,3397545,6335762,0,stress_m
14.264189161,2317,665112,17196,3809067,2895253,0,stress_m
14.274426452,3685,1410793,109804,3388879,6343170,0,stress_m
14.284778911,2381,660682,17116,3787304,2877368,0,stress_m
14.295028658,2436,757673,67955,3715868,3190966,0,stress_m
14.305288929,3420,1304259,58898,3418758,5986953,0,stress_m
14.315535955,2296,660947,17153,3785424,2879358,0,stress_m
14.325780973,3448,1403068,109831,3358275,6306569,0,stress_m
14.336039226,2342,665608,17495,3815374,2903204,0,stress_m
14.346355437,3452,1408693,108616,3386882,6328955,0,stress_m
14.356609497,2309,661938,17409,3810419,2885956,0,stress_m
14.366893232,2326,659046,17464,3776126,2872144,0,stress_m
14.377182344,3426,1404811,109975,3369444,6312718,0,stress_m
14.387433492,2364,667480,17453,3828011,2910145,0,stress_m
14.397767228,3484,1406923,109907,3378230,6320996,0,stress_m
14.408023731,2341,666142,17558,3819246,2905027,0,stress_m
14.418303707,2318,668059,17284,3843210,2910322,0,stress_m
14.428646112,3486,1406603,109784,3369575,6321449,0,stress_m
14.438894498,2366,667085,17503,3827688,2907915,0,stress_m
14.449230433,3435,1405378,108457,3373381,6314854,0,stress_m
14.459483669,2352,666648,17536,3824365,2906630,0,stress_m
14.469801842,3588,1376709,110423,3382673,6158996,0,stress_m
14.480053313,2514,689914,16989,3748639,3043013,0,stress_m
14.490329982,2379,663035,17029,3795785,2887825,0,stress_m
14.500575284,3469,1405752,108832,3368159,6317151,0,stress_m
14.510827,2375,663798,17727,3810168,2895952,0,stress_m
14.521131649,3464,1407338,108890,3384056,6322124,0,stress_m
14.531382084,2359,664568,17412,3813260,2898531,0,stress_m
14.541713415,2270,663189,17058,3809068,2885989,0,stress_m
14.551960141,3460,1406841,109128,3388098,6326079,0,stress_m
14.562269541,2382,661509,17213,3776558,2884096,0,stress_m
14.57253812,3458,1405336,109790,3372200,6314647,0,stress_m
14.582795196,2343,660176,17327,3781244,2876430,0,stress_m
14.593038574,2856,1245927,111855,3666269,5419409,0,stress_m
14.603581746,2979,835680,16348,3599669,3842090,0,stress_m
14.613830148,2356,665638,17568,3819928,2902392,0,stress_m
14.624165903,3469,1405493,110250,3372760,6315459,0,stress_m
14.634418623,2342,666828,17581,3824023,2907751,0,stress_m
14.644738531,3447,1405497,110101,3373786,6315275,0,stress_m
14.654994637,2349,664847,17560,3823991,2898132,0,stress_m
14.665305951,2315,664402,17049,3809237,2891788,0,stress_m
14.675551698,3470,1407438,110246,3388226,6328869,0,stress_m
14.685871315,2328,661922,17242,3790967,2883014,0,stress_m
14.696129129,3513,1408153,109804,3373386,6328261,0,stress_m
14.706377738,2284,663702,17423,3810378,2894660,0,stress_m
14.716645147,2366,804952,85776,3677790,3381560,0,stress_m
14.726891585,3387,1260559,40101,3484893,5808835,0,stress_m
14.737141416,2303,663301,17286,3810444,2892082,0,stress_m
14.747437331,3451,1406083,110467,3373707,6318468,0,stress_m
14.757692405,2324,665823,17384,3823733,2902053,0,stress_m
14.767950789,3992,1392437,111091,3286837,6262358,0,stress_m
14.778213491,2588,659191,17462,3776363,2873142,0,stress_m
14.788517505,2465,661201,17355,3787856,2879886,0,stress_m
14.798765021,3633,1405537,109703,3366612,6316883,0,stress_m
14.809020104,2356,665130,17500,3819464,2899620,0,stress_m
14.819345313,3505,1405468,108415,3370271,6316063,0,stress_m
14.829593993,2432,667152,17267,3827102,2908554,0,stress_m
14.839915272,2350,661295,17128,3798331,2879212,0,stress_m
14.85015961,3616,1411418,110379,3399259,6346354,0,stress_m
14.860464384,2363,662720,17067,3798555,2884989,0,stress_m
14.870711666,3524,1409122,109085,3398430,6335456,0,stress_m
14.881042352,2359,660609,17089,3784808,2877592,0,stress_m
14.891288049,3316,1345924,108981,3434656,5990600,0,stress_m
14.901540958,2600,723855,17013,3754064,3221756,0,stress_m
14.911815632,2382,662589,17098,3796389,2885366,0,stress_m
14.922060997,3492,1409462,108837,3400615,6336647,0,stress_m
14.932384107,2416,669361,17441,3843341,2915641,0,stress_m
14.942738009,3517,1404866,109122,3366724,6313938,0,stress_m
14.952995334,2492,666746,17195,3797179,2905300,0,stress_m
14.963241131,2402,662005,17352,3810797,2887018,0,stress_m
14.973513815,3472,1412553,110169,3420903,6347175,0,stress_m
14.983885967,2389,659601,17161,3776173,2874655,0,stress_m
14.994157435,3501,1405070,110148,3367509,6314662,0,stress_m
15.004413051,2398,667513,17547,3829833,2908793,0,stress_m
15.014727744,2968,1241307,111061,3556746,5409422,0,stress_m
15.024977866,2987,829457,16365,3640351,3806489,0,stress_m
15.03529532,2402,663697,17132,3802571,2889593,0,stress_m
15.045538377,3511,1407847,110512,3394592,6329588,0,stress_m
15.055882,2409,669909,17526,3843439,2918432,0,stress_m
15.066232039,3519,1402663,109172,3353830,6305665,0,stress_m
15.07650954,2398,661837,17055,3802445,2880305,0,stress_m
15.086758048,2435,661077,17446,3781183,2881308,0,stress_m
15.097007134,3493,1407846,108886,3389955,6330229,0,stress_m
15.107312752,2378,662429,17339,3793544,2884996,0,stress_m
15.117559526,3462,1409550,109062,3403770,6336011,0,stress_m
15.127889263,2393,663965,17113,3802593,2890499,0,stress_m
15.138121637,2539,824571,86328,3652144,3501524,0,stress_m
15.148355984,3416,1243464,39677,3518747,5706486,0,stress_m
15.158626909,2364,661736,17215,3789669,2882351,0,stress_m
15.16887356,3460,1410203,110144,3407620,6338400,0,stress_m
15.17920799,2374,663169,17019,3797988,2887677,0,stress_m
15.189450682,3453,1404023,108569,3363846,6309917,0,stress_m
15.199702991,2415,663422,17286,3811726,2893228,0,stress_m
15.210001111,2384,659808,17249,3780195,2875136,0,stress_m
15.220255562,3521,1406368,110291,3368632,6320675,0,stress_m
15.230501487,2429,659892,17386,3779527,2875273,0,stress_m
15.240746128,3491,1408752,109180,3398938,6333164,0,stress_m
15.251092473,2402,664968,17265,3808305,2894428,0,stress_m
15.26133719,2402,662203,17268,3811022,2888148,0,stress_m
15.271633288,3608,1409735,108750,3382185,6334720,0,stress_m
15.281889299,2416,664998,17385,3815596,2900167,0,stress_m
15.292194158,3517,1407690,110289,3385301,6323747,0,stress_m
15.302452922,2601,663089,17703,3770603,2889310,0,stress_m
15.312687297,3797,1371562,109338,3356115,6137905,0,stress_m
15.322929737,2636,689010,17278,3752068,3037987,0,stress_m
15.333183392,2515,661625,17140,3790771,2881608,0,stress_m
15.343426397,3606,1405518,108876,3369158,6316851,0,stress_m
15.353685271,2427,665122,17423,3810616,2901198,0,stress_m
15.36396389,3641,1412326,108799,3369552,6350460,0,stress_m
15.37421615,2435,667389,17377,3829569,2909047,0,stress_m
15.384544711,2420,663247,17258,3808725,2886937,0,stress_m
15.394788536,3621,1412463,109663,3388647,6354195,0,stress_m
15.405126351,2376,669914,17440,3843583,2917899,0,stress_m
15.415455959,3531,1409194,108825,3362718,6336534,0,stress_m
15.425704956,2327,662520,17018,3797940,2884075,0,stress_m
15.435948289,2880,1239761,111533,3591831,5397901,0,stress_m
15.446252857,3080,834879,16476,3598368,3839014,0,stress_m
15.456503376,2412,665206,17254,3820222,2899763,0,stress_m
15.466831624,3536,1411300,110083,3374903,6344360,0,stress_m
15.4770777,2354,665595,17424,3822602,2901181,0,stress_m
15.487401456,3626,1410488,110074,3359913,6343488,0,stress_m
15.497656817,2492,669617,17617,3838263,2917984,0,stress_m
15.508014779,2437,663317,17236,3793641,2890137,0,stress_m
15.518257849,3535,1408025,108934,3356058,6331994,0,stress_m
15.528507844,2362,660527,17039,3786390,2876848,0,stress_m
15.538752936,3543,1413194,109164,3392463,6357141,0,stress_m
15.549100094,2335,663931,16940,3805297,2889704,0,stress_m
15.559346297,2388,764155,72964,3702304,3207787,0,stress_m
15.569599317,3454,1305735,53928,3465796,6010160,0,stress_m
15.57988367,2374,662728,17090,3795539,2885903,0,stress_m
15.590129864,3533,1406352,110031,3346090,6326031,0,stress_m
15.600381633,2353,668004,17457,3832429,2910848,0,stress_m
15.610708787,3490,1408484,109265,3356980,6334241,0,stress_m
15.620976644,2388,669081,17405,3840886,2915228,0,stress_m
15.631296439,2355,663053,17142,3796477,2888103,0,stress_m
15.641540843,3496,1413986,108847,3400846,6358854,0,stress_m
15.651884875,2377,665339,17166,3809046,2896391,0,stress_m
15.662130576,3548,1412244,109739,3388572,6352864,0,stress_m
15.672463971,2858,669323,17287,3843857,2915353,0,stress_m
15.682800107,2406,661163,17211,3796821,2878859,0,stress_m
15.69304281,3670,1413733,108867,3400651,6357769,0,stress_m
15.703380307,2563,670576,17557,3843668,2921360,0,stress_m
15.71373084,3650,1407236,110275,3354109,6328588,0,stress_m
15.724094746,2639,664415,17196,3788752,2895928,0,stress_m
15.734336121,3613,1403791,110117,3343242,6314158,0,stress_m
15.744601885,2551,666724,17090,3809334,2903017,0,stress_m
15.754850032,2550,663969,17627,3810423,2896550,0,stress_m
15.765151194,3655,1407286,110348,3355296,6328335,0,stress_m
15.775398897,2546,669615,17534,3842398,2917304,0,stress_m
15.785748106,3662,1409982,108808,3370567,6338352,0,stress_m
15.795998471,2564,666968,17484,3827011,2907352,0,stress_m
15.806347157,2577,668652,17431,3843448,2912891,0,stress_m
15.816702575,3636,1412678,108963,3385066,6348587,0,stress_m
15.826957469,2543,664440,17434,3812475,2898033,0,stress_m
15.837234604,3635,1409024,109717,3366015,6334753,0,stress_m
15.847485185,2556,667746,17592,3831579,2910337,0,stress_m
15.857833803,3411,1347430,110561,3443196,5993746,0,stress_m
15.868088957,2723,728399,16960,3754844,3247040,0,stress_m
15.878416588,2526,664824,17286,3796560,2896977,0,stress_m
15.88866124,3557,1413943,110261,3401225,6358635,0,stress_m
15.899023362,2475,666219,17046,3809481,2900143,0,stress_m
15.90926209,3566,1411401,109306,3388313,6348458,0,stress_m
15.919601755,2434,664226,17197,3802763,2891862,0,stress_m
15.929845936,2446,663366,17353,3817207,2892575,0,stress_m
15.940177322,3506,1409983,110064,3370518,6338402,0,stress_m
15.950426821,2390,661937,17249,3791545,2882887,0,stress_m
15.960663303,3534,1405961,110439,3348197,6323071,0,stress_m
15.970911635,2415,665280,17328,3817273,2901126,0,stress_m
15.981211147,2903,1244527,110382,3622014,5414855,0,stress_m
15.991601048,3094,833058,16638,3587932,3832036,0,stress_m
16.001853383,2503,668574,17514,3831021,2914498,0,stress_m
16.012207352,3612,1413325,110559,3380673,6353068,0,stress_m
16.022457608,2434,665515,17649,3817177,2902269,0,stress_m
16.032786433,3508,1411546,109374,3379647,6344141,0,stress_m
16.043039196,2413,663808,17431,3817917,2894280,0,stress_m
16.053368791,2379,669053,17276,3843215,2914524,0,stress_m
16.063721979,3553,1410984,110150,3373385,6343076,0,stress_m
16.073950986,2438,666377,17487,3824339,2905007,0,stress_m
16.084281586,3510,1406962,109938,3354584,6326789,0,stress_m
16.09452434,2396,618936,16988,3515173,2699621,0,stress_m
16.104774024,2606,656828,17264,3767965,2862985,0,stress_m
16.115059744,3659,1409535,109612,3364185,6337730,0,stress_m
16.125316472,2484,658097,17402,3768364,2868799,0,stress_m
16.135570244,3654,1411699,108867,3375902,6346015,0,stress_m
16.145827855,2393,661892,17126,3783625,2884012,0,stress_m
16.156074322,3168,1310551,109417,3472417,5794636,0,stress_m
16.166341019,2745,760505,16774,3694654,3429458,0,stress_m
16.176602755,2361,663842,17120,3807007,2889124,0,stress_m
16.186837415,3527,1407579,109853,3354373,6330247,0,stress_m
16.197088782,2387,663894,17451,3812530,2894904,0,stress_m
16.207383049,3572,1410367,108883,3366376,6341154,0,stress_m
16.217635888,2366,659828,17067,3792027,2872631,0,stress_m
16.227879406,2432,664916,17400,3815752,2899920,0,stress_m
16.238211122,3537,1408970,109156,3361961,6335525,0,stress_m
16.248462929,2399,663046,17159,3799020,2886860,0,stress_m
16.258709714,3537,1412714,109014,3390846,6355094,0,stress_m
16.269057461,2391,669336,17301,3843288,2915353,0,stress_m
16.279410232,2990,1257587,110746,3690022,5472695,0,stress_m
16.28996188,3202,834736,16659,3576847,3840002,0,stress_m
16.30022439,2434,659075,17126,3774905,2871588,0,stress_m
16.310474083,3559,1407636,109707,3353990,6330502,0,stress_m
16.320766273,2407,661995,16911,3791567,2882973,0,stress_m
16.331011811,3646,1411007,109040,3357763,6346391,0,stress_m
16.341260647,2341,660139,17054,3790435,2874393,0,stress_m
16.351508327,2350,663214,17295,3810024,2892636,0,stress_m
16.361823211,3503,1406908,110068,3353693,6326617,0,stress_m
16.372085829,2408,666344,17199,3809353,2901729,0,stress_m
16.382327857,3519,1412142,110329,3388637,6352423,0,stress_m
16.392673352,2417,665465,17403,3800882,2897963,0,stress_m
16.402926251,2477,676153,17232,3788393,2960230,0,stress_m
16.413187803,3522,1396924,109535,3384963,6272217,0,stress_m
16.42345895,2349,663036,17219,3796939,2887319,0,stress_m
16.433702041,3492,1413757,110139,3400865,6357983,0,stress_m
16.444060742,2384,665860,17225,3808902,2898801,0,stress_m
16.454300485,3635,1414020,110325,3389226,6360558,0,stress_m
16.464617675,2372,657162,17278,3775833,2862666,0,stress_m
16.474952461,2409,638046,17508,3641224,2782534,0,stress_m
16.485238198,3765,1400401,108814,3287717,6301620,0,stress_m
16.495564933,2516,659959,17556,3776512,2875304,0,stress_m
16.505932974,3699,1410063,109336,3353892,6341687,0,stress_m
16.516220116,2469,662179,16924,3804125,2881791,0,stress_m
16.526459986,2501,659279,17290,3776685,2873157,0,stress_m
16.536701445,3624,1406016,108673,3347618,6323523,0,stress_m
